2020-08-16,8501
2020-08-17,6424
2020-08-18,4610
2020-08-19,6494
2020-08-20,8797
2020-08-21,3568
2020-08-22,3356
2020-08-23,7044
2020-08-24,5717
2020-08-25,6116
2020-08-26,6338
2020-08-27,5221
2020-08-28,5744
2020-08-29,7360
2020-08-30,6260
2020-08-31,5701
