2020-08-16,5.97
2020-08-17,8.92
2020-08-18,8.97
2020-08-19,6.98
2020-08-20,4.95
2020-08-21,10.4
2020-08-22,5.33
2020-08-23,10.75
2020-08-24,5.57
2020-08-25,7.85
2020-08-26,6.12
2020-08-27,7.47
2020-08-28,5.72
2020-08-29,3.27
2020-08-30,4.93
2020-08-31,4.13
