2020-08-16,1939
2020-08-17,2001
2020-08-18,1813
2020-08-19,1965
2020-08-20,1911
2020-08-21,1802
2020-08-22,1617
2020-08-23,1872
2020-08-24,1857
2020-08-25,1871
2020-08-26,1828
2020-08-27,1896
2020-08-28,1975
2020-08-29,1949
2020-08-30,1752
2020-08-31,2077
